okres;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;1HUF;1CHF;1GBP;1UAH;1JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;1CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1IDR;1INR;1KRW;1CNY
20211224;0,1221;4,0785;2,9539;0,523;3,1838;2,7838;3,007;4,6252;1,2481;4,4458;5,4691;0,1499;3,565;0,1848;0,622;3,1421;0,4619;0,4498;0,6157;0,9344;2,3648;0,3489;1,2951;0,4747;0,0816;0,1977;0,2621;0,7186;0,9721;0,0556;2,8679;5,4365;0,3436
20211227;0,1218;4,0889;2,948;0,5242;3,1867;2,7776;3,0111;4,6239;1,2459;4,4463;5,4805;0,1499;3,5658;0,1843;0,6218;3,137;0,4607;0,4483;0,6159;0,9342;2,3641;0,3595;1,3011;0,4726;0,0815;0,1979;0,2633;0,7205;0,9775;0,0556;2,8741;5,4526;0,3443
20211228;0,1213;4,062;2,9449;0,5209;3,1747;2,7682;2,9998;4,6028;1,2458;4,4328;5,4623;0,1493;3,5388;0,184;0,619;3,1227;0,4605;0,448;0,6128;0,9299;2,3534;0,3423;1,3053;0,474;0,0804;0,1966;0,2594;0,7221;0,9716;0,0552;2,855;5,4409;0,3419
20211229;0,1218;4,0779;2,9431;0,5231;3,179;2,7688;3,0106;4,5997;1,2445;4,4362;5,4693;0,15;3,545;0,1844;0,6185;3,1206;0,4609;0,4487;0,6115;0,9293;2,3518;0,3283;1,3115;0,477;0,0798;0,1975;0,2579;0,7245;0,9751;0,0553;2,8612;5,4553;0,3436
20211230;0,1216;4,0631;2,9483;0,521;3,1722;2,772;3,0008;4,5915;1,2418;4,4262;5,468;0,1488;3,5276;0,1836;0,6174;3,115;0,4597;0,4484;0,6102;0,9277;2,3476;0,3122;1,3065;0,4784;0,0796;0,1974;0,2551;0,7124;0,9728;0,0543;2,8478;5,4592;0,3417
20211231;0,1225;4,06;2,9506;0,5207;3,192;2,7775;3,0095;4,5994;1,2464;4,4484;5,4846;0,1487;3,5265;0,185;0,6184;3,1161;0,4608;0,4486;0,6118;0,9293;2,3516;0,3016;1,3075;0,4765;0,0797;0,1984;0,2554;0,7287;0,9746;0,0542;2,8486;5,4616;0,3417
20220103;0,1219;4,0424;2,9329;0,5185;3,1881;2,7617;2,9958;4,5889;1,2482;4,4326;5,4643;0,1482;3,5098;0,1846;0,6171;3,109;0,4585;0,4462;0,6103;0,9272;2,3462;0,3005;1,3045;0,4745;0,0791;0,1969;0,2554;0,7256;0,9688;2,8336;5,4428;0,3388;0,6357
20220104;0,1216;4,0468;2,9185;0,5191;3,175;2,7505;2,9859;4,5737;1,2515;4,409;5,4677;0,1482;3,4939;0,1845;0,6149;3,0987;0,4566;0,4451;0,6082;0,9243;2,3385;0,3056;1,3073;0,4753;0,0789;0,197;0,2535;0,7122;0,9668;2,8294;5,4278;0,3382;0,6349
20220105;0,1219;4,0396;2,9274;0,5184;3,1775;2,7501;2,9797;4,5672;1,2627;4,4106;5,4658;0,1471;3,4867;0,1857;0,614;3,0985;0,4569;0,4452;0,6075;0,9231;2,3351;0,3015;1,3043;0,4767;0,0794;0,1973;0,2539;0,7115;0,9633;2,8136;5,4328;0,3372;0,6343
20220107;0,1198;4,0279;2,8823;0,5164;3,1683;2,7196;2,964;4,5576;1,2683;4,372;5,4595;0,1465;3,477;0,1858;0,6127;3,1174;0,4548;0,4417;0,606;0,9218;2,3302;0,2908;1,2986;0,4809;0,0785;0,1973;0,2574;0,7087;0,957;2,8055;5,422;0,3347;0,6318
20220110;0,1191;4,0064;2,8802;0,5139;3,1734;2,7124;2,9567;4,5377;1,2679;4,35;5,4406;0,1457;3,4635;0,1861;0,6101;3,0995;0,4541;0,4407;0,603;0,9177;2,3201;0,2915;1,2857;0,4837;0,078;0,1962;0,2565;0,7111;0,9539;2,8002;5,4107;0,3347;0,6286
20220111;0,12;4,0106;2,8816;0,5144;3,1734;2,7173;2,9648;4,5454;1,2716;4,33;5,458;0,1458;3,476;0,1868;0,611;3,0963;0,4538;0,4411;0,6041;0,9191;2,324;0,291;1,2811;0,48;0,0785;0,197;0,2572;0,7081;0,9568;2,8041;5,4266;0,3363;0,6293
20220112;0,1196;3,9879;2,8761;0,5116;3,178;2,7049;2,9521;4,5332;1,2728;4,3192;5,4345;0,144;3,4566;0,1857;0,6092;3,0838;0,4568;0,4412;0,6025;0,9164;2,3178;0,2901;1,2811;0,4815;0,0779;0,1954;0,2575;0,7161;0,9527;2,7853;5,3959;0,3349;0,6265
20220113;0,1189;3,9463;2,8848;0,5066;3,1614;2,7154;2,9337;4,527;1,2747;4,3244;5,4209;0,1423;3,4451;0,1859;0,6084;3,0796;0,4565;0,4422;0,6014;0,9159;2,3146;0,2904;1,2699;0,4793;0,0772;0,1938;0,2583;0,7131;0,9449;2,7611;5,3414;0,3331;0,6204
20220114;0,1192;3,9597;2,8795;0,5087;3,1725;2,7133;2,9437;4,5372;1,2789;4,3466;5,4387;0,1416;3,4761;0,1854;0,6097;3,0823;0,4556;0,4422;0,6035;0,9179;2,3198;0,292;1,2727;0,485;0,0771;0,1951;0,2584;0,7161;0,9476;2,7696;5,3413;0,3334;0,6235
20220117;0,1196;3,9567;2,8552;0,508;3,1627;2,694;2,9351;4,5201;1,2703;4,331;5,4123;0,1406;3,4556;0,1848;0,6074;3,0791;0,453;0,4382;0,601;0,9141;2,3111;0,2929;1,2727;0,4827;0,0772;0,1949;0,2569;0,7149;0,9458;2,7635;5,3296;0,3321;0,6234
20220118;0,1199;3,9734;2,8564;0,5098;3,1723;2,6909;2,9457;4,5275;1,2693;4,3436;5,4144;0,1398;3,4647;0,1855;0,6083;3,0968;0,4524;0,4384;0,6019;0,9155;2,3149;0,2934;1,2729;0,483;0,0771;0,1949;0,2568;0,7201;0,9496;2,771;5,3272;0,3335;0,6255
20220119;0,1209;3,993;2,8758;0,5124;3,1991;2,7122;2,9606;4,5279;1,2699;4,3594;5,4357;0,1404;3,4864;0,1863;0,6084;3,1141;0,4556;0,4373;0,6018;0,9157;2,3151;0,2939;1,2776;0,4882;0,0776;0,1961;0,2596;0,7173;0,9523;2,7802;5,3642;0,3354;0,6289
20220120;0,1211;3,9833;2,8803;0,5115;3,1899;2,6985;2,9585;4,5201;1,2662;4,3511;5,4279;0,1407;3,4852;0,1863;0,6074;3,113;0,453;0,4372;0,6006;0,914;2,3111;0,2958;1,2714;0,4924;0,0775;0,1944;0,2608;0,7324;0,951;2,7783;5,3461;0,3349;0,628
20220121;0,1212;3,9953;2,8723;0,513;3,1898;2,683;2,9695;4,5303;1,2689;4,3786;5,421;0,1412;3,5056;0,1862;0,6087;3,1072;0,4519;0,4359;0,6017;0,916;2,3163;0,298;1,2717;0,4977;0,0778;0,195;0,2636;0,7372;0,9543;2,7866;5,368;0,3352;0,6301
20220124;0,1214;4,0049;2,8654;0,5144;3,1791;2,6856;2,9796;4,5358;1,2647;4,3932;5,4169;0,1412;3,525;0,1858;0,6094;3,111;0,448;0,435;0,6026;0,9172;2,3191;0,2991;1,2666;0,5013;0,0781;0,1955;0,2637;0,7345;0,9561;2,7924;5,3704;0,335;0,6331
20220125;0,1228;4,0593;2,9024;0,5213;3,2125;2,7117;3,0206;4,5821;1,2707;4,4161;5,4731;0,1416;3,5592;0,1873;0,6155;3,1384;0,451;0,4374;0,6085;0,9267;2,3428;0,2996;1,2795;0,5028;0,0791;0,1969;0,2653;0,7397;0,9689;2,8289;5,4288;0,339;0,6415
20220126;0,1234;4,0684;2,9169;0,5224;3,2355;2,7216;3,0255;4,592;1,2769;4,4211;5,4958;0,1412;3,5649;0,1876;0,617;3,1495;0,4577;0,4398;0,6099;0,9286;2,3478;0,3011;1,2793;0,5086;0,0794;0,1978;0,2684;0,7473;0,9706;2,8346;5,4316;0,3399;0,6436
20220127;0,123;4,083;2,8956;0,524;3,2223;2,7044;3,0221;4,5713;1,2745;4,4029;5,4818;0,1408;3,5501;0,1864;0,6142;3,1439;0,456;0,4372;0,6071;0,9244;2,3372;0,2996;1,2783;0,5085;0,0797;0,1972;0,2673;0,7515;0,9727;2,8382;5,4389;0,3394;0,6417
20220128;0,123;4,1048;2,8738;0,5268;3,2123;2,6913;3,0248;4,5697;1,279;4,4086;5,4934;0,1426;3,5504;0,1865;0,6139;3,169;0,4565;0,4349;0,6068;0,9238;2,3364;0,3014;1,285;0,5098;0,0801;0,1973;0,2645;0,7592;0,9797;2,8531;5,4701;0,3388;0,6454
20220131;0,1236;4,1147;2,9019;0,5276;3,2318;2,7075;3,0386;4,5982;1,284;4,4156;5,532;0,1446;3,565;0,1881;0,6178;3,2066;0,4597;0,4389;0,6108;0,9295;2,351;0,3077;1,2905;0,5059;0,0807;0,1983;0,265;0,7666;0,9831;2,861;5,5142;0,3403;0,6486
20220201;0,1225;4,0689;2,8813;0,5219;3,2106;2,6837;3,0158;4,582;1,2889;4,4087;5,492;0,1436;3,5475;0,1884;0,6158;3,1908;0,4589;0,4382;0,6089;0,9261;2,3427;0,3038;1,2858;0,5082;0,0797;0,1979;0,2662;0,7671;0,9721;2,8292;5,4384;0,3383;0,6463
20220202;0,1213;4,0283;2,8771;0,5169;3,1757;2,6761;2,9889;4,55;1,2814;4,379;5,4556;0,1418;3,5214;0,1874;0,6117;3,1597;0,4583;0,4368;0,6045;0,9197;2,3264;0,2993;1,2761;0,5018;0,0789;0,1966;0,2636;0,765;0,9624;2,8057;5,3839;0,3352;0,6418
20220203;0,1214;4,0267;2,8651;0,5165;3,1684;2,6715;2,9845;4,5439;1,2812;4,3656;5,4598;0,1424;3,5092;0,1878;0,6109;3,1776;0,4558;0,4367;0,6037;0,9187;2,3232;0,2963;1,263;0,4967;0,0788;0,1953;0,2616;0,7652;0,9625;2,8007;5,379;0,3343;0,6409
20220204;0,1202;3,9657;2,8199;0,5092;3,1193;2,6355;2,9504;4,5459;1,2829;4,3046;5,381;0,1411;3,4497;0,1864;0,6109;3,1834;0,4544;0,435;0,6037;0,919;2,3243;0,2925;1,2395;0,4844;0,0775;0,1927;0,2588;0,7505;0,9489;2,7578;5,3089;0,3308;0,6412
20220207;0,1207;3,9872;2,8296;0,5116;3,1316;2,6404;2,9648;4,555;1,29;4,3112;5,3893;0,1424;3,4666;0,1879;0,6119;3,1764;0,4514;0,4355;0,6056;0,9209;2,3289;0,2942;1,2455;0,4813;0,0775;0,1924;0,257;0,7486;0,9527;2,7696;5,3389;0,3324;0,627
20220208;0,1205;3,9693;2,8322;0,5092;3,1296;2,6384;2,9515;4,5274;1,2803;4,2973;5,3792;0,1417;3,4403;0,1871;0,6082;3,1704;0,4522;0,4347;0,602;0,9152;2,3148;0,2908;1,237;0,4813;0,0772;0,1925;0,256;0,754;0,9485;2,7579;5,3097;0,3314;0,6234
20220209;0,1208;3,953;2,8315;0,5072;3,1138;2,6347;2,9439;4,5167;1,279;4,2798;5,3633;0,1413;3,4263;0,186;0,6068;3,1718;0,4494;0,4335;0,6002;0,9131;2,3093;0,2909;1,2307;0,4777;0,0771;0,1925;0,2578;0,7515;0,9446;2,7533;5,2847;0,3307;0,6213
20220210;0,1203;3,9218;2,8191;0,5032;3,0939;2,6237;2,9231;4,4879;1,2694;4,2465;5,3225;0,1407;3,387;0,1842;0,6031;3,165;0,445;0,4284;0,5962;0,9075;2,2946;0,2896;1,2195;0,4822;0,0765;0,1919;0,259;0,749;0,9374;2,7344;5,2329;0,3281;0,6168
20220211;0,1213;3,9665;2,8261;0,5084;3,1159;2,637;2,9496;4,5163;1,2769;4,2754;5,3772;0,1414;3,4177;0,1852;0,6069;3,185;0,4486;0,426;0,5998;0,9134;2,3091;0,2942;1,2248;0,4926;0,0774;0,1936;0,2631;0,7555;0,9468;2,7638;5,2618;0,3317;0,6238
20220214;0,1243;4,0439;2,8696;0,5182;3,1666;2,6717;3,0003;4,5743;1,2814;4,375;5,4645;0,1416;3,5149;0,1862;0,6147;3,2259;0,4522;0,4292;0,6075;0,9249;2,3388;0,2981;1,2391;0,4992;0,0787;0,1967;0,2649;0,7698;0,965;2,8225;5,3487;0,3379;0,636
20220215;0,1228;3,974;2,8389;0,5093;3,1285;2,6348;2,953;4,5091;1,2676;4,2954;5,3856;0,141;3,4375;0,1846;0,6058;3,1934;0,4479;0,4267;0,5989;0,9121;2,3054;0,2917;1,229;0,4886;0,0774;0,1951;0,2638;0,762;0,9493;2,7785;5,276;0,3317;0,6259
20220216;0,1221;3,9478;2,8318;0,506;3,1126;2,6255;2,9374;4,4916;1,2671;4,2706;5,3542;0,1405;3,4132;0,1843;0,6035;3,1901;0,444;0,426;0,5966;0,9092;2,2965;0,2896;1,2335;0,4929;0,077;0,1939;0,2618;0,7652;0,9433;2,7689;5,2586;0,3296;0,6229
20220217;0,1233;3,9687;2,8553;0,5087;3,1228;2,6584;2,9516;4,5088;1,2661;4,307;5,3988;0,1401;3,448;0,185;0,606;3,1842;0,4451;0,4257;0,5986;0,9119;2,3053;0,2912;1,2409;0,4973;0,0773;0,196;0,2648;0,7726;0,9477;2,7719;5,2826;0,3312;0,626
20220218;0,1237;3,9798;2,8716;0,5103;3,1386;2,6753;2,9625;4,5256;1,2702;4,3233;5,4222;0,1404;3,4561;0,1862;0,6084;3,2096;0,4463;0,4277;0,6005;0,9153;2,3139;0,292;1,246;0,5004;0,0774;0,1964;0,2654;0,7694;0,9507;2,7776;5,3308;0,3333;0,6291
20220221;0,1236;3,9769;2,8697;0,5099;3,1222;2,6744;2,9556;4,5193;1,2692;4,3328;5,4227;0,1397;3,4623;0,186;0,6074;3,2052;0,4442;0,4251;0,5997;0,914;2,3107;0,2918;1,2438;0,4963;0,0774;0,1963;0,2626;0,7741;0,9515;2,7757;5,3372;0,3338;0,6278
20220222;0,1238;4,012;2,8919;0,5143;3,1485;2,6933;2,9786;4,5416;1,2716;4,3676;5,4482;0,1387;3,4956;0,1856;0,6104;3,2028;0,4489;0,4273;0,6026;0,9183;2,3221;0,2916;1,2425;0,5024;0,078;0,1973;0,264;0,7861;0,9585;2,7932;5,3586;0,3361;0,6335
20220223;0,1238;3,9937;2,9013;0,5118;3,1419;2,7145;2,9707;4,5352;1,2725;4,3401;5,4333;0,1365;3,4706;0,1853;0,6097;3,2074;0,4512;0,4284;0,6018;0,9169;2,3188;0,2894;1,2411;0,5038;0,0782;0,1973;0,266;0,7895;0,9542;2,7855;5,3561;0,3356;0,6324
20220224;0,1268;4,1281;2,9617;0,5287;3,2198;2,7679;3,0514;4,6284;1,2697;4,4808;5,546;0,1381;3,5981;0,1862;0,622;3,2594;0,4569;0,432;0,6136;0,9351;2,3664;0,2907;1,2638;0,5218;0,0804;0,2027;0,2707;0,8239;0,9826;2,8702;5,4562;0,3429;0,653
20220225;0,1283;4,1683;3,0009;0,5339;3,2545;2,7963;3,078;4,6608;1,2656;4,5001;5,5751;0,1381;3,6146;0,188;0,6263;3,2915;0,4648;0,438;0,6172;0,942;2,383;0,2962;1,2789;0,5104;0,0812;0,2039;0,2727;0,8136;0,9925;2,9013;5,5369;0,3466;0,66
20220228;0,1284;4,1965;3,0216;0,537;3,2864;2,8181;3,0889;4,6909;1,2687;4,5483;5,6131;0,1381;3,6313;0,188;0,6304;3,3175;0,4711;0,4411;0,62;0,9479;2,3984;0,3031;1,2942;0,5231;0,0819;0,204;0,2717;0,8127;0,9995;2,921;5,5688;0,349;0,6652
20220301;0,1294;4,2193;3,069;0,5398;3,3305;2,8571;3,1147;4,7241;1,2675;4,6037;5,6593;0,1381;3,6759;0,1873;0,6351;3,3315;0,4782;0,4419;0,6243;0,9547;2,4154;0,3029;1,3099;0,5279;0,0822;0,206;0,2745;0,8177;1,0063;2,9429;5,5948;0,3514;0,6683
20220302;0,1325;4,3302;3,1426;0,554;3,407;2,9279;3,1888;4,7989;1,262;4,7212;5,7631;0,1381;3,7587;0,1879;0,6451;3,3559;0,4839;0,4445;0,6338;0,9697;2,4536;0,3076;1,3421;0,5368;0,0842;0,2091;0,2794;0,8391;1,0321;3,0099;5,7205;0,3587;0,6858
20220303;0,1326;4,3257;3,1578;0,5537;3,4262;2,9308;3,1837;4,7931;1,2665;4,7028;5,7881;0,1381;3,736;0,1859;0,6442;3,3518;0,4863;0,4457;0,6335;0,9685;2,4506;0,3064;1,336;0,5375;0,0837;0,209;0,2825;0,8482;1,0333;3,0068;5,6981;0,358;0,6845
20220304;0,1344;4,391;3,2278;0,5617;3,449;2,9984;3,2294;4,8363;1,2671;4,7787;5,8413;0,1381;3,8044;0,1888;0,6501;3,3726;0,491;0,4479;0,6395;0,977;2,4727;0,309;1,3507;0,5516;0,0847;0,2113;0,286;0,8726;1,051;3,052;5,7652;0,3612;0,6952
20220307;0,1387;4,5722;3,3848;0,5851;3,5967;3,1471;3,3508;4,9647;1,2491;4,9452;6,0211;0,1381;3,9735;0,1921;0,6674;3,4098;0,508;0,4568;0,6567;1,0029;2,5384;0,3191;1,3884;0,5665;0,0875;0,2169;0,2968;0,9032;1,0945;3,1735;5,9384;0,3719;0,7237
20220308;0,136;4,5115;3,29;0,577;3,5166;3,0831;3,309;4,9121;1,2654;4,8579;5,9196;0,1381;3,9028;0,192;0,6599;3,3621;0,5022;0,4536;0,6491;0,9923;2,5115;0,3117;1,37;0,5552;0,0864;0,2111;0,294;0,8825;1,0787;3,1335;5,8649;0,3659;0,7144
20220309;0,1335;4,4147;3,2335;0,5645;3,4419;3,02;3,2429;4,8429;1,264;4,758;5,8051;0,1381;3,8103;0,191;0,6506;3,333;0,4939;0,4496;0,6402;0,9783;2,4761;0,3009;1,3413;0,5451;0,0847;0,2081;0,2908;0,8724;1,0544;3,077;5,7659;0,3584;0,6991
20220310;0,1312;4,3482;3,1906;0,556;3,3928;2,9802;3,1984;4,8013;1,2646;4,6917;5,7264;0,1381;3,7507;0,1897;0,6452;3,3044;0,4855;0,4467;0,6346;0,97;2,4548;0,2947;1,3345;0,5405;0,0834;0,2076;0,2878;0,8674;1,0383;3,045;5,699;0,3546;0,6879
20220311;0,1312;4,3694;3,1959;0,5583;3,4213;2,989;3,2094;4,7924;1,257;4,689;5,7127;0,1381;3,7365;0,1901;0,6441;3,2937;0,4887;0,4495;0,633;0,9684;2,4503;0,2915;1,3395;0,5448;0,0835;0,2084;0,2898;0,8719;1,0417;3,055;5,7046;0,3536;0,69
20220314;0,1295;4,3221;3,136;0,5521;3,3885;2,9389;3,1673;4,7465;1,2596;4,631;5,6375;0,1381;3,6653;0,1905;0,638;3,2712;0,4831;0,4505;0,6267;0,9589;2,4268;0,2929;1,3247;0,5363;0,0825;0,2081;0,2864;0,8516;1,0278;3,0156;5,6447;0,3492;0,6796
20220315;0,1282;4,2992;3,0905;0,5493;3,3437;2,8999;3,1461;4,7311;1,2692;4,5793;5,6056;0,1381;3,6441;0,1907;0,6358;3,2606;0,4759;0,4493;0,6245;0,9558;2,4189;0,2907;1,3081;0,5285;0,082;0,206;0,2838;0,8392;1,0219;3;5,6116;0,3453;0,6745
20220316;0,1283;4,2828;3,0964;0,5475;3,3665;2,9069;3,1456;4,7055;1,2642;4,555;5,5931;0,1381;3,6193;0,1903;0,6324;3,2519;0,4792;0,4493;0,6214;0,9507;2,4059;0,2914;1,3124;0,5288;0,082;0,2061;0,2838;0,8293;1,0203;2,9924;5,6156;0,3468;0,6744
20220317;0,1276;4,2403;3,109;0,5423;3,351;2,9035;3,1286;4,6876;1,2619;4,5127;5,5865;0,1381;3,5746;0,19;0,6297;3,2988;0,4773;0,4496;0,6189;0,9476;2,3967;0,2884;1,3072;0,5313;0,0812;0,2058;0,2847;0,8351;1,0107;2,9648;5,5933;0,3502;0,6679
20220318;0,1281;4,2707;3,1497;0,5462;3,3837;2,9396;3,1494;4,7221;1,2641;4,5701;5,6109;0,1381;3,5908;0,1901;0,6343;3,3045;0,4839;0,4526;0,624;0,9543;2,4143;0,2885;1,3158;0,5341;0,0816;0,2081;0,2854;0,8473;1,0185;2,9779;5,6086;0,3518;0,6711
20220321;0,1265;4,2444;3,1335;0,5424;3,3662;2,9259;3,1301;4,693;1,2533;4,5614;5,5819;0,1381;3,5593;0,1902;0,6307;3,2933;0,4848;0,45;0,6199;0,9486;2,3995;0,2858;1,3112;0,5282;0,081;0,2085;0,2839;0,8448;1,0094;2,9598;5,5746;0,3494;0,6677
20220322;0,1275;4,272;3,1681;0,5457;3,3867;2,9547;3,1445;4,6975;1,258;4,5644;5,6322;0,1381;3,5353;0,1903;0,6314;3,2919;0,4869;0,451;0,6203;0,9495;2,4018;0,2882;1,325;0,5382;0,0815;0,2087;0,287;0,8654;1,0132;2,9757;5,6072;0,3507;0,6713
20220323;0,1273;4,2772;3,1977;0,5466;3,3986;2,9764;3,1498;4,7036;1,2647;4,5722;5,6574;0,1381;3,5347;0,1916;0,6324;3,3218;0,4882;0,4533;0,6207;0,9508;2,4049;0,2884;1,3247;0,5395;0,0817;0,2112;0,289;0,871;1,0126;2,9813;5,606;0,3519;0,6713
20220324;0,1288;4,331;3,2392;0,5535;3,4434;3,0085;3,1896;4,7589;1,2682;4,6412;5,7061;0,1467;3,5594;0,1928;0,6397;3,3703;0,5015;0,4602;0,6283;0,9616;2,4332;0,2918;1,3435;0,5464;0,0828;0,2143;0,2932;0,8975;1,0248;3,0183;5,6711;0,3539;0,6797
20220325;0,1285;4,3125;3,2374;0,5509;3,4387;3,0038;3,1793;4,7459;1,2647;4,6528;5,6769;0,1467;3,5454;0,1924;0,6379;3,3469;0,4972;0,459;0,6265;0,959;2,4265;0,2907;1,3396;0,5465;0,0827;0,2149;0,2961;0,8934;1,0242;3,0071;5,6587;0,3536;0,6778
20220328;0,1267;4,2784;3,2215;0,5464;3,4267;2,9719;3,1434;4,702;1,26;4,5697;5,6311;0,1467;3,4311;0,1909;0,6319;3,2973;0,4946;0,4521;0,6207;0,9502;2,4041;0,2882;1,3278;0,5499;0,0821;0,2137;0,2948;0,9019;1,0145;2,9786;5,6168;0,3493;0,6716
20220329;0,1272;4,2917;3,2109;0,5482;3,4303;2,9525;3,1513;4,7144;1,2655;4,5809;5,605;0,1467;3,4688;0,1918;0,6339;3,306;0,4943;0,4547;0,6226;0,9526;2,4104;0,2893;1,3349;0,5512;0,0824;0,2136;0,2922;0,9005;1,0176;2,9878;5,6384;0,3517;0,6735
20220330;0,1252;4,1688;3,1321;0,5326;3,3403;2,9071;3,081;4,6507;1,2667;4,5045;5,4775;0,1467;3,4278;0,1902;0,6253;3,2844;0,4841;0,4503;0,6142;0,9398;2,3778;0,2843;1,3076;0,5343;0,0801;0,2093;0,2884;0,8762;0,9915;2,9065;5,4983;0,3447;0,6566
20220331;0,1255;4,1801;3,1251;0,5339;3,3379;2,8988;3,0873;4,6525;1,2588;4,5207;5,4842;0,1467;3,4215;0,1903;0,6255;3,2764;0,4806;0,4504;0,6142;0,9404;2,3788;0,2854;1,3167;0,5297;0,0809;0,2105;0,2886;0,8762;0,9939;2,9091;5,5233;0,3446;0,659
20220401;0,1255;4,1978;3,1538;0,5358;3,3584;2,9115;3,0948;4,6428;1,2634;4,5431;5,5114;0,1467;3,4247;0,1906;0,6241;3,2696;0,4785;0,4487;0,6129;0,9388;2,3738;0,2858;1,3111;0,5335;0,0813;0,2114;0,2876;0,8857;0,997;2,9218;5,5259;0,345;0,6598
20220404;0,1255;4,2073;3,1614;0,5369;3,3668;2,9152;3,1008;4,6373;1,2577;4,539;5,518;0,1467;3,4308;0,1905;0,6235;3,2657;0,4815;0,4475;0,6141;0,9382;2,371;0,286;1,3089;0,5373;0,0819;0,2122;0,2882;0,9031;0,9972;2,931;5,5747;0,3464;0,6592
20220405;0,1264;4,2233;3,2258;0,5392;3,3908;2,9595;3,1155;4,6317;1,2507;4,559;5,541;0,1467;3,4383;0,1903;0,6228;3,271;0,4848;0,4494;0,6142;0,9369;2,3681;0,287;1,3192;0,5421;0,0824;0,2134;0,2905;0,9191;1,0027;2,9435;5,6034;0,3482;0,6584
20220406;0,127;4,2606;3,2302;0,5436;3,4098;2,9627;3,1348;4,6539;1,2298;4,5691;5,5802;0,1467;3,4417;0,1902;0,6257;3,3053;0,4862;0,4535;0,6167;0,9412;2,3795;0,2891;1,3233;0,5411;0,083;0,213;0,2911;0,9158;1,0108;2,9676;5,6325;0,3501;0,6697
20220407;0,1276;4,2727;3,1945;0,5452;3,4006;2,946;3,1401;4,6478;1,2171;4,5793;5,586;0,1467;3,4529;0,1895;0,6249;3,301;0,4845;0,4508;0,6159;0,9404;2,3764;0,2897;1,3222;0,5341;0,0831;0,2124;0,2903;0,9059;1,0129;2,9757;5,6242;0,3504;0,6714
20220408;0,127;4,2703;3,187;0,5449;3,3913;2,9289;3,1329;4,6405;1,2302;4,5663;5,5702;0,1467;3,4408;0,1894;0,624;3,3005;0,4868;0,4515;0,6139;0,9388;2,3727;0,2895;1,3241;0,5298;0,0828;0,212;0,29;0,8984;1,0115;2,9734;5,6241;0,3482;0,6711
20220411;0,1268;4,2586;3,1655;0,5434;3,3803;2,9098;3,1198;4,6451;1,2228;4,5574;5,5484;0,1467;3,3979;0,1901;0,6245;3,3227;0,4873;0,4506;0,6153;0,94;2,375;0,2888;1,3212;0,5225;0,0818;0,2131;0,2912;0,9068;1,0072;2,9644;5,6062;0,3456;0,6686
20220412;0,1276;4,2926;3,1896;0,5477;3,3922;2,9327;3,1445;4,6626;1,2311;4,6005;5,5819;0,1467;3,4167;0,1907;0,6269;3,34;0,4866;0,4511;0,6175;0,9434;2,3839;0,2923;1,3321;0,5252;0,0824;0,2161;0,295;0,9142;1,0141;2,9887;5,6376;0,3488;0,6738
20220413;0,1279;4,2872;3,1843;0,5469;3,3909;2,9098;3,1434;4,646;1,2288;4,6016;5,5761;0,1467;3,4014;0,1901;0,6246;3,3281;0,4869;0,4498;0,615;0,9401;2,3754;0,2939;1,3392;0,5319;0,0823;0,2172;0,2966;0,9171;1,0134;2,9849;5,6273;0,3495;0,6733
20220414;0,1264;4,2581;3,1721;0,5431;3,3944;2,9023;3,1435;4,6447;1,2352;4,5539;5,5923;0,1467;3,3959;0,1901;0,6244;3,3082;0,4866;0,4511;0,6143;0,9393;2,3748;0,2913;1,3297;0,5284;0,0816;0,2152;0,2908;0,9076;1,0065;2,9685;5,5903;0,3471;0,6682
20220415;0,1275;4,2865;3,177;0,5465;3,4029;2,9065;3,1598;4,6378;1,2337;4,5493;5,6019;0,1467;3,3892;0,1897;0,6234;3,3033;0,4893;0,4495;0,6136;0,9383;2,3712;0,2931;1,3325;0,5257;0,0821;0,2147;0,2923;0,9115;1,0123;2,9884;5,6137;0,3491;0,6729
20220419;0,1272;4,2887;3,1688;0,5467;3,4073;2,9007;3,1429;4,6361;1,2422;4,533;5,5924;0,1467;3,3422;0,1897;0,6232;3,3021;0,4861;0,4487;0,6136;0,9385;2,3704;0,2926;1,3247;0,5252;0,0818;0,2167;0,2915;0,9216;1,008;2,9907;5,6228;0,3463;0,6721
20220420;0,1264;4,2708;3,1745;0,5446;3,3992;2,8979;3,1287;4,6295;1,2473;4,5049;5,565;0,1467;3,326;0,1894;0,6222;3,321;0,4867;0,4515;0,6122;0,9366;2,367;0,2912;1,3208;0,5209;0,0815;0,2135;0,2842;0,9152;0,9962;2,9749;5,5901;0,3456;0,666
20220421;0,1259;4,2596;3,1729;0,543;3,4152;2,896;3,1289;4,6523;1,2515;4,4913;5,5636;0,1467;3,3262;0,1906;0,6253;3,347;0,4863;0,4537;0,6153;0,941;2,3787;0,2901;1,3218;0,523;0,0813;0,2124;0,2797;0,9216;0,9928;2,9696;5,5934;0,3444;0,6608
